level,lesson,question_vi,answer_zh,explanation
"HSK 4","6","Chúng ta nên cùng nhau phân tích nguyên nhân.","我们应该一起分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","6","Chúng ta nên cùng nhau đưa ra quyết định.","我们应该一起做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","6","Chúng ta nên cùng nhau thích nghi với môi trường.","我们应该一起适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","6","Chúng ta nên cùng nhau xây dựng kế hoạch dài hạn.","我们应该一起制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","6","Chúng ta nên cùng nhau cải thiện chất lượng cuộc sống.","我们应该一起改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","6","Chúng ta nên cùng nhau hợp tác với đồng nghiệp.","我们应该一起和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","6","Chúng ta nên cùng nhau giảm áp lực.","我们应该一起减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","6","Chúng ta nên cùng nhau tích lũy kinh nghiệm.","我们应该一起积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","6","Chúng ta nên cùng nhau giải thích quan điểm.","我们应该一起解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","7","Tôi đã nâng cao hiệu quả công việc.","我已经提高工作效率了。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","7","Tôi đã phân tích nguyên nhân.","我已经分析原因了。","分析原因 = phân tích nguyên nhân"
"HSK 4","7","Tôi đã đưa ra quyết định.","我已经做出决定了。","做出决定 = đưa ra quyết định"
"HSK 4","7","Tôi đã thích nghi với môi trường.","我已经适应环境了。","适应环境 = thích nghi với môi trường"
"HSK 4","7","Tôi đã xây dựng kế hoạch dài hạn.","我已经制定长期计划了。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","7","Tôi đã cải thiện chất lượng cuộc sống.","我已经改善生活质量了。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","7","Tôi đã hợp tác với đồng nghiệp.","我已经和同事合作了。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","7","Tôi đã giảm áp lực.","我已经减轻压力了。","减轻压力 = giảm áp lực"
"HSK 4","7","Tôi đã tích lũy kinh nghiệm.","我已经积累经验了。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","7","Tôi đã giải thích quan điểm.","我已经解释观点了。","解释观点 = giải thích quan điểm"
"HSK 4","8","Tôi chưa nâng cao hiệu quả công việc.","我还没提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","8","Tôi chưa phân tích nguyên nhân.","我还没分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","8","Tôi chưa đưa ra quyết định.","我还没做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","8","Tôi chưa thích nghi với môi trường.","我还没适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","8","Tôi chưa xây dựng kế hoạch dài hạn.","我还没制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","8","Tôi chưa cải thiện chất lượng cuộc sống.","我还没改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","8","Tôi chưa hợp tác với đồng nghiệp.","我还没和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","8","Tôi chưa giảm áp lực.","我还没减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","8","Tôi chưa tích lũy kinh nghiệm.","我还没积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","8","Tôi chưa giải thích quan điểm.","我还没解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","9","Bạn có thể nâng cao hiệu quả công việc không?","你可以提高工作效率吗？","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","9","Bạn có thể phân tích nguyên nhân không?","你可以分析原因吗？","分析原因 = phân tích nguyên nhân"
"HSK 4","9","Bạn có thể đưa ra quyết định không?","你可以做出决定吗？","做出决定 = đưa ra quyết định"
"HSK 4","9","Bạn có thể thích nghi với môi trường không?","你可以适应环境吗？","适应环境 = thích nghi với môi trường"
"HSK 4","9","Bạn có thể xây dựng kế hoạch dài hạn không?","你可以制定长期计划吗？","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","9","Bạn có thể cải thiện chất lượng cuộc sống không?","你可以改善生活质量吗？","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","9","Bạn có thể hợp tác với đồng nghiệp không?","你可以和同事合作吗？","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","9","Bạn có thể giảm áp lực không?","你可以减轻压力吗？","减轻压力 = giảm áp lực"
"HSK 4","9","Bạn có thể tích lũy kinh nghiệm không?","你可以积累经验吗？","积累经验 = tích lũy kinh nghiệm"
"HSK 4","9","Bạn có thể giải thích quan điểm không?","你可以解释观点吗？","解释观点 = giải thích quan điểm"
"HSK 4","10","Tôi hy vọng có thể nâng cao hiệu quả công việc.","我希望能够提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","10","Tôi hy vọng có thể phân tích nguyên nhân.","我希望能够分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","10","Tôi hy vọng có thể đưa ra quyết định.","我希望能够做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","10","Tôi hy vọng có thể thích nghi với môi trường.","我希望能够适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","10","Tôi hy vọng có thể xây dựng kế hoạch dài hạn.","我希望能够制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","10","Tôi hy vọng có thể cải thiện chất lượng cuộc sống.","我希望能够改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","10","Tôi hy vọng có thể hợp tác với đồng nghiệp.","我希望能够和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","10","Tôi hy vọng có thể giảm áp lực.","我希望能够减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","10","Tôi hy vọng có thể tích lũy kinh nghiệm.","我希望能够积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","10","Tôi hy vọng có thể giải thích quan điểm.","我希望能够解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","11","Sau khi nâng cao hiệu quả công việc, tôi hiểu hơn.","提高工作效率以后，我更明白了。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","11","Sau khi phân tích nguyên nhân, tôi hiểu hơn.","分析原因以后，我更明白了。","分析原因 = phân tích nguyên nhân"
"HSK 4","11","Sau khi đưa ra quyết định, tôi hiểu hơn.","做出决定以后，我更明白了。","做出决定 = đưa ra quyết định"
"HSK 4","11","Sau khi thích nghi với môi trường, tôi hiểu hơn.","适应环境以后，我更明白了。","适应环境 = thích nghi với môi trường"
"HSK 4","11","Sau khi xây dựng kế hoạch dài hạn, tôi hiểu hơn.","制定长期计划以后，我更明白了。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","11","Sau khi cải thiện chất lượng cuộc sống, tôi hiểu hơn.","改善生活质量以后，我更明白了。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","11","Sau khi hợp tác với đồng nghiệp, tôi hiểu hơn.","和同事合作以后，我更明白了。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","11","Sau khi giảm áp lực, tôi hiểu hơn.","减轻压力以后，我更明白了。","减轻压力 = giảm áp lực"
"HSK 4","11","Sau khi tích lũy kinh nghiệm, tôi hiểu hơn.","积累经验以后，我更明白了。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","11","Sau khi giải thích quan điểm, tôi hiểu hơn.","解释观点以后，我更明白了。","解释观点 = giải thích quan điểm"
"HSK 4","12","Trước khi nâng cao hiệu quả công việc, hãy chuẩn bị kỹ.","提高工作效率以前，请做好准备。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","12","Trước khi phân tích nguyên nhân, hãy chuẩn bị kỹ.","分析原因以前，请做好准备。","分析原因 = phân tích nguyên nhân"
"HSK 4","12","Trước khi đưa ra quyết định, hãy chuẩn bị kỹ.","做出决定以前，请做好准备。","做出决定 = đưa ra quyết định"
"HSK 4","12","Trước khi thích nghi với môi trường, hãy chuẩn bị kỹ.","适应环境以前，请做好准备。","适应环境 = thích nghi với môi trường"
"HSK 4","12","Trước khi xây dựng kế hoạch dài hạn, hãy chuẩn bị kỹ.","制定长期计划以前，请做好准备。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","12","Trước khi cải thiện chất lượng cuộc sống, hãy chuẩn bị kỹ.","改善生活质量以前，请做好准备。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","12","Trước khi hợp tác với đồng nghiệp, hãy chuẩn bị kỹ.","和同事合作以前，请做好准备。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","12","Trước khi giảm áp lực, hãy chuẩn bị kỹ.","减轻压力以前，请做好准备。","减轻压力 = giảm áp lực"
"HSK 4","12","Trước khi tích lũy kinh nghiệm, hãy chuẩn bị kỹ.","积累经验以前，请做好准备。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","12","Trước khi giải thích quan điểm, hãy chuẩn bị kỹ.","解释观点以前，请做好准备。","解释观点 = giải thích quan điểm"
"HSK 4","13","Tôi không biết làm thế nào để nâng cao hiệu quả công việc.","我不知道怎么提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","13","Tôi không biết làm thế nào để phân tích nguyên nhân.","我不知道怎么分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","13","Tôi không biết làm thế nào để đưa ra quyết định.","我不知道怎么做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","13","Tôi không biết làm thế nào để thích nghi với môi trường.","我不知道怎么适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","13","Tôi không biết làm thế nào để xây dựng kế hoạch dài hạn.","我不知道怎么制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","13","Tôi không biết làm thế nào để cải thiện chất lượng cuộc sống.","我不知道怎么改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","13","Tôi không biết làm thế nào để hợp tác với đồng nghiệp.","我不知道怎么和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","13","Tôi không biết làm thế nào để giảm áp lực.","我不知道怎么减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","13","Tôi không biết làm thế nào để tích lũy kinh nghiệm.","我不知道怎么积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","13","Tôi không biết làm thế nào để giải thích quan điểm.","我不知道怎么解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","14","Tôi tin rằng việc nâng cao hiệu quả công việc sẽ có kết quả tốt.","我相信提高工作效率会有好结果。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","14","Tôi tin rằng việc phân tích nguyên nhân sẽ có kết quả tốt.","我相信分析原因会有好结果。","分析原因 = phân tích nguyên nhân"
"HSK 4","14","Tôi tin rằng việc đưa ra quyết định sẽ có kết quả tốt.","我相信做出决定会有好结果。","做出决定 = đưa ra quyết định"
"HSK 4","14","Tôi tin rằng việc thích nghi với môi trường sẽ có kết quả tốt.","我相信适应环境会有好结果。","适应环境 = thích nghi với môi trường"
"HSK 4","14","Tôi tin rằng việc xây dựng kế hoạch dài hạn sẽ có kết quả tốt.","我相信制定长期计划会有好结果。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","14","Tôi tin rằng việc cải thiện chất lượng cuộc sống sẽ có kết quả tốt.","我相信改善生活质量会有好结果。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","14","Tôi tin rằng việc hợp tác với đồng nghiệp sẽ có kết quả tốt.","我相信和同事合作会有好结果。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","14","Tôi tin rằng việc giảm áp lực sẽ có kết quả tốt.","我相信减轻压力会有好结果。","减轻压力 = giảm áp lực"
"HSK 4","14","Tôi tin rằng việc tích lũy kinh nghiệm sẽ có kết quả tốt.","我相信积累经验会有好结果。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","14","Tôi tin rằng việc giải thích quan điểm sẽ có kết quả tốt.","我相信解释观点会有好结果。","解释观点 = giải thích quan điểm"
"HSK 4","15","Nếu không nâng cao hiệu quả công việc, vấn đề sẽ nghiêm trọng hơn.","如果不提高工作效率，问题会更严重。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","15","Nếu không phân tích nguyên nhân, vấn đề sẽ nghiêm trọng hơn.","如果不分析原因，问题会更严重。","分析原因 = phân tích nguyên nhân"
"HSK 4","15","Nếu không đưa ra quyết định, vấn đề sẽ nghiêm trọng hơn.","如果不做出决定，问题会更严重。","做出决定 = đưa ra quyết định"
"HSK 4","15","Nếu không thích nghi với môi trường, vấn đề sẽ nghiêm trọng hơn.","如果不适应环境，问题会更严重。","适应环境 = thích nghi với môi trường"
"HSK 4","15","Nếu không xây dựng kế hoạch dài hạn, vấn đề sẽ nghiêm trọng hơn.","如果不制定长期计划，问题会更严重。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","15","Nếu không cải thiện chất lượng cuộc sống, vấn đề sẽ nghiêm trọng hơn.","如果不改善生活质量，问题会更严重。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","15","Nếu không hợp tác với đồng nghiệp, vấn đề sẽ nghiêm trọng hơn.","如果不和同事合作，问题会更严重。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","15","Nếu không giảm áp lực, vấn đề sẽ nghiêm trọng hơn.","如果不减轻压力，问题会更严重。","减轻压力 = giảm áp lực"
"HSK 4","15","Nếu không tích lũy kinh nghiệm, vấn đề sẽ nghiêm trọng hơn.","如果不积累经验，问题会更严重。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","15","Nếu không giải thích quan điểm, vấn đề sẽ nghiêm trọng hơn.","如果不解释观点，问题会更严重。","解释观点 = giải thích quan điểm"
"HSK 4","16","Tôi muốn biết cách nâng cao hiệu quả công việc hiệu quả hơn.","我想知道如何更有效地提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","16","Tôi muốn biết cách phân tích nguyên nhân hiệu quả hơn.","我想知道如何更有效地分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","16","Tôi muốn biết cách đưa ra quyết định hiệu quả hơn.","我想知道如何更有效地做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","16","Tôi muốn biết cách thích nghi với môi trường hiệu quả hơn.","我想知道如何更有效地适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","16","Tôi muốn biết cách xây dựng kế hoạch dài hạn hiệu quả hơn.","我想知道如何更有效地制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","16","Tôi muốn biết cách cải thiện chất lượng cuộc sống hiệu quả hơn.","我想知道如何更有效地改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","16","Tôi muốn biết cách hợp tác với đồng nghiệp hiệu quả hơn.","我想知道如何更有效地和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","16","Tôi muốn biết cách giảm áp lực hiệu quả hơn.","我想知道如何更有效地减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","16","Tôi muốn biết cách tích lũy kinh nghiệm hiệu quả hơn.","我想知道如何更有效地积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","16","Tôi muốn biết cách giải thích quan điểm hiệu quả hơn.","我想知道如何更有效地解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","17","Việc nâng cao hiệu quả công việc đòi hỏi nhiều thời gian.","提高工作效率需要很多时间。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","17","Việc phân tích nguyên nhân đòi hỏi nhiều thời gian.","分析原因需要很多时间。","分析原因 = phân tích nguyên nhân"
"HSK 4","17","Việc đưa ra quyết định đòi hỏi nhiều thời gian.","做出决定需要很多时间。","做出决定 = đưa ra quyết định"
"HSK 4","17","Việc thích nghi với môi trường đòi hỏi nhiều thời gian.","适应环境需要很多时间。","适应环境 = thích nghi với môi trường"
"HSK 4","17","Việc xây dựng kế hoạch dài hạn đòi hỏi nhiều thời gian.","制定长期计划需要很多时间。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","17","Việc cải thiện chất lượng cuộc sống đòi hỏi nhiều thời gian.","改善生活质量需要很多时间。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","17","Việc hợp tác với đồng nghiệp đòi hỏi nhiều thời gian.","和同事合作需要很多时间。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","17","Việc giảm áp lực đòi hỏi nhiều thời gian.","减轻压力需要很多时间。","减轻压力 = giảm áp lực"
"HSK 4","17","Việc tích lũy kinh nghiệm đòi hỏi nhiều thời gian.","积累经验需要很多时间。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","17","Việc giải thích quan điểm đòi hỏi nhiều thời gian.","解释观点需要很多时间。","解释观点 = giải thích quan điểm"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để nâng cao hiệu quả công việc.","专家正在研究如何提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để phân tích nguyên nhân.","专家正在研究如何分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để đưa ra quyết định.","专家正在研究如何做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để thích nghi với môi trường.","专家正在研究如何适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để xây dựng kế hoạch dài hạn.","专家正在研究如何制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để cải thiện chất lượng cuộc sống.","专家正在研究如何改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để hợp tác với đồng nghiệp.","专家正在研究如何和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để giảm áp lực.","专家正在研究如何减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để tích lũy kinh nghiệm.","专家正在研究如何积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để giải thích quan điểm.","专家正在研究如何解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","19","Mục tiêu cuối cùng là nâng cao hiệu quả công việc.","最终目标是提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","19","Mục tiêu cuối cùng là phân tích nguyên nhân.","最终目标是分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","19","Mục tiêu cuối cùng là đưa ra quyết định.","最终目标是做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","19","Mục tiêu cuối cùng là thích nghi với môi trường.","最终目标是适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","19","Mục tiêu cuối cùng là xây dựng kế hoạch dài hạn.","最终目标是制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","19","Mục tiêu cuối cùng là cải thiện chất lượng cuộc sống.","最终目标是改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","19","Mục tiêu cuối cùng là hợp tác với đồng nghiệp.","最终目标是和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","19","Mục tiêu cuối cùng là giảm áp lực.","最终目标是减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","19","Mục tiêu cuối cùng là tích lũy kinh nghiệm.","最终目标是积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","19","Mục tiêu cuối cùng là giải thích quan điểm.","最终目标是解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể nâng cao hiệu quả công việc hay không.","结果取决于我们能否提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể phân tích nguyên nhân hay không.","结果取决于我们能否分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể đưa ra quyết định hay không.","结果取决于我们能否做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể thích nghi với môi trường hay không.","结果取决于我们能否适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể xây dựng kế hoạch dài hạn hay không.","结果取决于我们能否制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể cải thiện chất lượng cuộc sống hay không.","结果取决于我们能否改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
