level,lesson,question_vi,answer_zh,explanation
"HSK 5","6","Chúng ta nên cùng nhau tạo ra cơ hội việc làm.","我们应该一起创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","6","Chúng ta nên cùng nhau duy trì mối quan hệ ổn định.","我们应该一起维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","6","Chúng ta nên cùng nhau thực hiện cải cách toàn diện.","我们应该一起实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","6","Chúng ta nên cùng nhau tăng cường giao lưu văn hóa.","我们应该一起加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","6","Chúng ta nên cùng nhau đánh giá tác động xã hội.","我们应该一起评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","7","Tôi đã thúc đẩy phát triển kinh tế.","我已经促进经济发展了。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","7","Tôi đã nâng cao nhận thức cộng đồng.","我已经提高公众意识了。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","7","Tôi đã đối mặt với thách thức.","我已经面对挑战了。","面对挑战 = đối mặt với thách thức"
"HSK 5","7","Tôi đã bảo đảm quyền lợi người tiêu dùng.","我已经保障消费者权益了。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","7","Tôi đã phân bổ nguồn lực hợp lý.","我已经合理分配资源了。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","7","Tôi đã tạo ra cơ hội việc làm.","我已经创造就业机会了。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","7","Tôi đã duy trì mối quan hệ ổn định.","我已经维持稳定关系了。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","7","Tôi đã thực hiện cải cách toàn diện.","我已经实行全面改革了。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","7","Tôi đã tăng cường giao lưu văn hóa.","我已经加强文化交流了。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","7","Tôi đã đánh giá tác động xã hội.","我已经评估社会影响了。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","8","Tôi chưa thúc đẩy phát triển kinh tế.","我还没促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","8","Tôi chưa nâng cao nhận thức cộng đồng.","我还没提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","8","Tôi chưa đối mặt với thách thức.","我还没面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","8","Tôi chưa bảo đảm quyền lợi người tiêu dùng.","我还没保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","8","Tôi chưa phân bổ nguồn lực hợp lý.","我还没合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","8","Tôi chưa tạo ra cơ hội việc làm.","我还没创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","8","Tôi chưa duy trì mối quan hệ ổn định.","我还没维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","8","Tôi chưa thực hiện cải cách toàn diện.","我还没实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","8","Tôi chưa tăng cường giao lưu văn hóa.","我还没加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","8","Tôi chưa đánh giá tác động xã hội.","我还没评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","9","Bạn có thể thúc đẩy phát triển kinh tế không?","你可以促进经济发展吗？","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","9","Bạn có thể nâng cao nhận thức cộng đồng không?","你可以提高公众意识吗？","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","9","Bạn có thể đối mặt với thách thức không?","你可以面对挑战吗？","面对挑战 = đối mặt với thách thức"
"HSK 5","9","Bạn có thể bảo đảm quyền lợi người tiêu dùng không?","你可以保障消费者权益吗？","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","9","Bạn có thể phân bổ nguồn lực hợp lý không?","你可以合理分配资源吗？","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","9","Bạn có thể tạo ra cơ hội việc làm không?","你可以创造就业机会吗？","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","9","Bạn có thể duy trì mối quan hệ ổn định không?","你可以维持稳定关系吗？","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","9","Bạn có thể thực hiện cải cách toàn diện không?","你可以实行全面改革吗？","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","9","Bạn có thể tăng cường giao lưu văn hóa không?","你可以加强文化交流吗？","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","9","Bạn có thể đánh giá tác động xã hội không?","你可以评估社会影响吗？","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","10","Tôi hy vọng có thể thúc đẩy phát triển kinh tế.","我希望能够促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","10","Tôi hy vọng có thể nâng cao nhận thức cộng đồng.","我希望能够提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","10","Tôi hy vọng có thể đối mặt với thách thức.","我希望能够面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","10","Tôi hy vọng có thể bảo đảm quyền lợi người tiêu dùng.","我希望能够保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","10","Tôi hy vọng có thể phân bổ nguồn lực hợp lý.","我希望能够合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","10","Tôi hy vọng có thể tạo ra cơ hội việc làm.","我希望能够创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","10","Tôi hy vọng có thể duy trì mối quan hệ ổn định.","我希望能够维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","10","Tôi hy vọng có thể thực hiện cải cách toàn diện.","我希望能够实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","10","Tôi hy vọng có thể tăng cường giao lưu văn hóa.","我希望能够加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","10","Tôi hy vọng có thể đánh giá tác động xã hội.","我希望能够评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","11","Sau khi thúc đẩy phát triển kinh tế, tôi hiểu hơn.","促进经济发展以后，我更明白了。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","11","Sau khi nâng cao nhận thức cộng đồng, tôi hiểu hơn.","提高公众意识以后，我更明白了。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","11","Sau khi đối mặt với thách thức, tôi hiểu hơn.","面对挑战以后，我更明白了。","面对挑战 = đối mặt với thách thức"
"HSK 5","11","Sau khi bảo đảm quyền lợi người tiêu dùng, tôi hiểu hơn.","保障消费者权益以后，我更明白了。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","11","Sau khi phân bổ nguồn lực hợp lý, tôi hiểu hơn.","合理分配资源以后，我更明白了。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","11","Sau khi tạo ra cơ hội việc làm, tôi hiểu hơn.","创造就业机会以后，我更明白了。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","11","Sau khi duy trì mối quan hệ ổn định, tôi hiểu hơn.","维持稳定关系以后，我更明白了。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","11","Sau khi thực hiện cải cách toàn diện, tôi hiểu hơn.","实行全面改革以后，我更明白了。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","11","Sau khi tăng cường giao lưu văn hóa, tôi hiểu hơn.","加强文化交流以后，我更明白了。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","11","Sau khi đánh giá tác động xã hội, tôi hiểu hơn.","评估社会影响以后，我更明白了。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","12","Trước khi thúc đẩy phát triển kinh tế, hãy chuẩn bị kỹ.","促进经济发展以前，请做好准备。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","12","Trước khi nâng cao nhận thức cộng đồng, hãy chuẩn bị kỹ.","提高公众意识以前，请做好准备。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","12","Trước khi đối mặt với thách thức, hãy chuẩn bị kỹ.","面对挑战以前，请做好准备。","面对挑战 = đối mặt với thách thức"
"HSK 5","12","Trước khi bảo đảm quyền lợi người tiêu dùng, hãy chuẩn bị kỹ.","保障消费者权益以前，请做好准备。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","12","Trước khi phân bổ nguồn lực hợp lý, hãy chuẩn bị kỹ.","合理分配资源以前，请做好准备。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","12","Trước khi tạo ra cơ hội việc làm, hãy chuẩn bị kỹ.","创造就业机会以前，请做好准备。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","12","Trước khi duy trì mối quan hệ ổn định, hãy chuẩn bị kỹ.","维持稳定关系以前，请做好准备。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","12","Trước khi thực hiện cải cách toàn diện, hãy chuẩn bị kỹ.","实行全面改革以前，请做好准备。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","12","Trước khi tăng cường giao lưu văn hóa, hãy chuẩn bị kỹ.","加强文化交流以前，请做好准备。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","12","Trước khi đánh giá tác động xã hội, hãy chuẩn bị kỹ.","评估社会影响以前，请做好准备。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","13","Tôi không biết làm thế nào để thúc đẩy phát triển kinh tế.","我不知道怎么促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","13","Tôi không biết làm thế nào để nâng cao nhận thức cộng đồng.","我不知道怎么提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","13","Tôi không biết làm thế nào để đối mặt với thách thức.","我不知道怎么面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","13","Tôi không biết làm thế nào để bảo đảm quyền lợi người tiêu dùng.","我不知道怎么保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","13","Tôi không biết làm thế nào để phân bổ nguồn lực hợp lý.","我不知道怎么合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","13","Tôi không biết làm thế nào để tạo ra cơ hội việc làm.","我不知道怎么创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","13","Tôi không biết làm thế nào để duy trì mối quan hệ ổn định.","我不知道怎么维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","13","Tôi không biết làm thế nào để thực hiện cải cách toàn diện.","我不知道怎么实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","13","Tôi không biết làm thế nào để tăng cường giao lưu văn hóa.","我不知道怎么加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","13","Tôi không biết làm thế nào để đánh giá tác động xã hội.","我不知道怎么评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","14","Tôi tin rằng việc thúc đẩy phát triển kinh tế sẽ có kết quả tốt.","我相信促进经济发展会有好结果。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","14","Tôi tin rằng việc nâng cao nhận thức cộng đồng sẽ có kết quả tốt.","我相信提高公众意识会有好结果。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","14","Tôi tin rằng việc đối mặt với thách thức sẽ có kết quả tốt.","我相信面对挑战会有好结果。","面对挑战 = đối mặt với thách thức"
"HSK 5","14","Tôi tin rằng việc bảo đảm quyền lợi người tiêu dùng sẽ có kết quả tốt.","我相信保障消费者权益会有好结果。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","14","Tôi tin rằng việc phân bổ nguồn lực hợp lý sẽ có kết quả tốt.","我相信合理分配资源会有好结果。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","14","Tôi tin rằng việc tạo ra cơ hội việc làm sẽ có kết quả tốt.","我相信创造就业机会会有好结果。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","14","Tôi tin rằng việc duy trì mối quan hệ ổn định sẽ có kết quả tốt.","我相信维持稳定关系会有好结果。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","14","Tôi tin rằng việc thực hiện cải cách toàn diện sẽ có kết quả tốt.","我相信实行全面改革会有好结果。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","14","Tôi tin rằng việc tăng cường giao lưu văn hóa sẽ có kết quả tốt.","我相信加强文化交流会有好结果。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","14","Tôi tin rằng việc đánh giá tác động xã hội sẽ có kết quả tốt.","我相信评估社会影响会有好结果。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","15","Nếu không thúc đẩy phát triển kinh tế, vấn đề sẽ nghiêm trọng hơn.","如果不促进经济发展，问题会更严重。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","15","Nếu không nâng cao nhận thức cộng đồng, vấn đề sẽ nghiêm trọng hơn.","如果不提高公众意识，问题会更严重。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","15","Nếu không đối mặt với thách thức, vấn đề sẽ nghiêm trọng hơn.","如果不面对挑战，问题会更严重。","面对挑战 = đối mặt với thách thức"
"HSK 5","15","Nếu không bảo đảm quyền lợi người tiêu dùng, vấn đề sẽ nghiêm trọng hơn.","如果不保障消费者权益，问题会更严重。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","15","Nếu không phân bổ nguồn lực hợp lý, vấn đề sẽ nghiêm trọng hơn.","如果不合理分配资源，问题会更严重。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","15","Nếu không tạo ra cơ hội việc làm, vấn đề sẽ nghiêm trọng hơn.","如果不创造就业机会，问题会更严重。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","15","Nếu không duy trì mối quan hệ ổn định, vấn đề sẽ nghiêm trọng hơn.","如果不维持稳定关系，问题会更严重。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","15","Nếu không thực hiện cải cách toàn diện, vấn đề sẽ nghiêm trọng hơn.","如果不实行全面改革，问题会更严重。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","15","Nếu không tăng cường giao lưu văn hóa, vấn đề sẽ nghiêm trọng hơn.","如果不加强文化交流，问题会更严重。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","15","Nếu không đánh giá tác động xã hội, vấn đề sẽ nghiêm trọng hơn.","如果不评估社会影响，问题会更严重。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","16","Tôi muốn biết cách thúc đẩy phát triển kinh tế hiệu quả hơn.","我想知道如何更有效地促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","16","Tôi muốn biết cách nâng cao nhận thức cộng đồng hiệu quả hơn.","我想知道如何更有效地提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","16","Tôi muốn biết cách đối mặt với thách thức hiệu quả hơn.","我想知道如何更有效地面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","16","Tôi muốn biết cách bảo đảm quyền lợi người tiêu dùng hiệu quả hơn.","我想知道如何更有效地保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","16","Tôi muốn biết cách phân bổ nguồn lực hợp lý hiệu quả hơn.","我想知道如何更有效地合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","16","Tôi muốn biết cách tạo ra cơ hội việc làm hiệu quả hơn.","我想知道如何更有效地创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","16","Tôi muốn biết cách duy trì mối quan hệ ổn định hiệu quả hơn.","我想知道如何更有效地维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","16","Tôi muốn biết cách thực hiện cải cách toàn diện hiệu quả hơn.","我想知道如何更有效地实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","16","Tôi muốn biết cách tăng cường giao lưu văn hóa hiệu quả hơn.","我想知道如何更有效地加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","16","Tôi muốn biết cách đánh giá tác động xã hội hiệu quả hơn.","我想知道如何更有效地评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","17","Việc thúc đẩy phát triển kinh tế đòi hỏi nhiều thời gian.","促进经济发展需要很多时间。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","17","Việc nâng cao nhận thức cộng đồng đòi hỏi nhiều thời gian.","提高公众意识需要很多时间。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","17","Việc đối mặt với thách thức đòi hỏi nhiều thời gian.","面对挑战需要很多时间。","面对挑战 = đối mặt với thách thức"
"HSK 5","17","Việc bảo đảm quyền lợi người tiêu dùng đòi hỏi nhiều thời gian.","保障消费者权益需要很多时间。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","17","Việc phân bổ nguồn lực hợp lý đòi hỏi nhiều thời gian.","合理分配资源需要很多时间。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","17","Việc tạo ra cơ hội việc làm đòi hỏi nhiều thời gian.","创造就业机会需要很多时间。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","17","Việc duy trì mối quan hệ ổn định đòi hỏi nhiều thời gian.","维持稳定关系需要很多时间。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","17","Việc thực hiện cải cách toàn diện đòi hỏi nhiều thời gian.","实行全面改革需要很多时间。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","17","Việc tăng cường giao lưu văn hóa đòi hỏi nhiều thời gian.","加强文化交流需要很多时间。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","17","Việc đánh giá tác động xã hội đòi hỏi nhiều thời gian.","评估社会影响需要很多时间。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để thúc đẩy phát triển kinh tế.","专家正在研究如何促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để nâng cao nhận thức cộng đồng.","专家正在研究如何提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để đối mặt với thách thức.","专家正在研究如何面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để bảo đảm quyền lợi người tiêu dùng.","专家正在研究如何保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để phân bổ nguồn lực hợp lý.","专家正在研究如何合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để tạo ra cơ hội việc làm.","专家正在研究如何创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để duy trì mối quan hệ ổn định.","专家正在研究如何维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
