level,lesson,question_vi,answer_zh,explanation
"HSK 3","3","Tôi đang thay đổi thói quen.","我正在改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","3","Tôi đang du lịch nước ngoài.","我正在出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","3","Tôi đang tìm kiếm thông tin.","我正在寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","4","Nếu có thời gian, tôi sẽ đọc báo.","如果有时间，我就会看报纸。","看报纸 = đọc báo"
"HSK 3","4","Nếu có thời gian, tôi sẽ đặt vé máy bay.","如果有时间，我就会订机票。","订机票 = đặt vé máy bay"
"HSK 3","4","Nếu có thời gian, tôi sẽ tham gia hoạt động.","如果有时间，我就会参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","4","Nếu có thời gian, tôi sẽ giải quyết vấn đề.","如果有时间，我就会解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","4","Nếu có thời gian, tôi sẽ luyện phát âm.","如果有时间，我就会练习发音。","练习发音 = luyện phát âm"
"HSK 3","4","Nếu có thời gian, tôi sẽ thảo luận kế hoạch.","如果有时间，我就会讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","4","Nếu có thời gian, tôi sẽ bảo vệ môi trường.","如果有时间，我就会保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","4","Nếu có thời gian, tôi sẽ thay đổi thói quen.","如果有时间，我就会改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","4","Nếu có thời gian, tôi sẽ du lịch nước ngoài.","如果有时间，我就会出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","4","Nếu có thời gian, tôi sẽ tìm kiếm thông tin.","如果有时间，我就会寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","5","Việc đọc báo rất quan trọng.","看报纸很重要。","看报纸 = đọc báo"
"HSK 3","5","Việc đặt vé máy bay rất quan trọng.","订机票很重要。","订机票 = đặt vé máy bay"
"HSK 3","5","Việc tham gia hoạt động rất quan trọng.","参加活动很重要。","参加活动 = tham gia hoạt động"
"HSK 3","5","Việc giải quyết vấn đề rất quan trọng.","解决问题很重要。","解决问题 = giải quyết vấn đề"
"HSK 3","5","Việc luyện phát âm rất quan trọng.","练习发音很重要。","练习发音 = luyện phát âm"
"HSK 3","5","Việc thảo luận kế hoạch rất quan trọng.","讨论计划很重要。","讨论计划 = thảo luận kế hoạch"
"HSK 3","5","Việc bảo vệ môi trường rất quan trọng.","保护环境很重要。","保护环境 = bảo vệ môi trường"
"HSK 3","5","Việc thay đổi thói quen rất quan trọng.","改变习惯很重要。","改变习惯 = thay đổi thói quen"
"HSK 3","5","Việc du lịch nước ngoài rất quan trọng.","出国旅游很重要。","出国旅游 = du lịch nước ngoài"
"HSK 3","5","Việc tìm kiếm thông tin rất quan trọng.","寻找信息很重要。","寻找信息 = tìm kiếm thông tin"
"HSK 3","6","Chúng ta nên cùng nhau đọc báo.","我们应该一起看报纸。","看报纸 = đọc báo"
"HSK 3","6","Chúng ta nên cùng nhau đặt vé máy bay.","我们应该一起订机票。","订机票 = đặt vé máy bay"
"HSK 3","6","Chúng ta nên cùng nhau tham gia hoạt động.","我们应该一起参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","6","Chúng ta nên cùng nhau giải quyết vấn đề.","我们应该一起解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","6","Chúng ta nên cùng nhau luyện phát âm.","我们应该一起练习发音。","练习发音 = luyện phát âm"
"HSK 3","6","Chúng ta nên cùng nhau thảo luận kế hoạch.","我们应该一起讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","6","Chúng ta nên cùng nhau bảo vệ môi trường.","我们应该一起保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","6","Chúng ta nên cùng nhau thay đổi thói quen.","我们应该一起改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","6","Chúng ta nên cùng nhau du lịch nước ngoài.","我们应该一起出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","6","Chúng ta nên cùng nhau tìm kiếm thông tin.","我们应该一起寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","7","Tôi đã đọc báo.","我已经看报纸了。","看报纸 = đọc báo"
"HSK 3","7","Tôi đã đặt vé máy bay.","我已经订机票了。","订机票 = đặt vé máy bay"
"HSK 3","7","Tôi đã tham gia hoạt động.","我已经参加活动了。","参加活动 = tham gia hoạt động"
"HSK 3","7","Tôi đã giải quyết vấn đề.","我已经解决问题了。","解决问题 = giải quyết vấn đề"
"HSK 3","7","Tôi đã luyện phát âm.","我已经练习发音了。","练习发音 = luyện phát âm"
"HSK 3","7","Tôi đã thảo luận kế hoạch.","我已经讨论计划了。","讨论计划 = thảo luận kế hoạch"
"HSK 3","7","Tôi đã bảo vệ môi trường.","我已经保护环境了。","保护环境 = bảo vệ môi trường"
"HSK 3","7","Tôi đã thay đổi thói quen.","我已经改变习惯了。","改变习惯 = thay đổi thói quen"
"HSK 3","7","Tôi đã du lịch nước ngoài.","我已经出国旅游了。","出国旅游 = du lịch nước ngoài"
"HSK 3","7","Tôi đã tìm kiếm thông tin.","我已经寻找信息了。","寻找信息 = tìm kiếm thông tin"
"HSK 3","8","Tôi chưa đọc báo.","我还没看报纸。","看报纸 = đọc báo"
"HSK 3","8","Tôi chưa đặt vé máy bay.","我还没订机票。","订机票 = đặt vé máy bay"
"HSK 3","8","Tôi chưa tham gia hoạt động.","我还没参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","8","Tôi chưa giải quyết vấn đề.","我还没解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","8","Tôi chưa luyện phát âm.","我还没练习发音。","练习发音 = luyện phát âm"
"HSK 3","8","Tôi chưa thảo luận kế hoạch.","我还没讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","8","Tôi chưa bảo vệ môi trường.","我还没保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","8","Tôi chưa thay đổi thói quen.","我还没改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","8","Tôi chưa du lịch nước ngoài.","我还没出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","8","Tôi chưa tìm kiếm thông tin.","我还没寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","9","Bạn có thể đọc báo không?","你可以看报纸吗？","看报纸 = đọc báo"
"HSK 3","9","Bạn có thể đặt vé máy bay không?","你可以订机票吗？","订机票 = đặt vé máy bay"
"HSK 3","9","Bạn có thể tham gia hoạt động không?","你可以参加活动吗？","参加活动 = tham gia hoạt động"
"HSK 3","9","Bạn có thể giải quyết vấn đề không?","你可以解决问题吗？","解决问题 = giải quyết vấn đề"
"HSK 3","9","Bạn có thể luyện phát âm không?","你可以练习发音吗？","练习发音 = luyện phát âm"
"HSK 3","9","Bạn có thể thảo luận kế hoạch không?","你可以讨论计划吗？","讨论计划 = thảo luận kế hoạch"
"HSK 3","9","Bạn có thể bảo vệ môi trường không?","你可以保护环境吗？","保护环境 = bảo vệ môi trường"
"HSK 3","9","Bạn có thể thay đổi thói quen không?","你可以改变习惯吗？","改变习惯 = thay đổi thói quen"
"HSK 3","9","Bạn có thể du lịch nước ngoài không?","你可以出国旅游吗？","出国旅游 = du lịch nước ngoài"
"HSK 3","9","Bạn có thể tìm kiếm thông tin không?","你可以寻找信息吗？","寻找信息 = tìm kiếm thông tin"
"HSK 3","10","Tôi hy vọng có thể đọc báo.","我希望能够看报纸。","看报纸 = đọc báo"
"HSK 3","10","Tôi hy vọng có thể đặt vé máy bay.","我希望能够订机票。","订机票 = đặt vé máy bay"
"HSK 3","10","Tôi hy vọng có thể tham gia hoạt động.","我希望能够参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","10","Tôi hy vọng có thể giải quyết vấn đề.","我希望能够解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","10","Tôi hy vọng có thể luyện phát âm.","我希望能够练习发音。","练习发音 = luyện phát âm"
"HSK 3","10","Tôi hy vọng có thể thảo luận kế hoạch.","我希望能够讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","10","Tôi hy vọng có thể bảo vệ môi trường.","我希望能够保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","10","Tôi hy vọng có thể thay đổi thói quen.","我希望能够改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","10","Tôi hy vọng có thể du lịch nước ngoài.","我希望能够出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","10","Tôi hy vọng có thể tìm kiếm thông tin.","我希望能够寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","11","Sau khi đọc báo, tôi hiểu hơn.","看报纸以后，我更明白了。","看报纸 = đọc báo"
"HSK 3","11","Sau khi đặt vé máy bay, tôi hiểu hơn.","订机票以后，我更明白了。","订机票 = đặt vé máy bay"
"HSK 3","11","Sau khi tham gia hoạt động, tôi hiểu hơn.","参加活动以后，我更明白了。","参加活动 = tham gia hoạt động"
"HSK 3","11","Sau khi giải quyết vấn đề, tôi hiểu hơn.","解决问题以后，我更明白了。","解决问题 = giải quyết vấn đề"
"HSK 3","11","Sau khi luyện phát âm, tôi hiểu hơn.","练习发音以后，我更明白了。","练习发音 = luyện phát âm"
"HSK 3","11","Sau khi thảo luận kế hoạch, tôi hiểu hơn.","讨论计划以后，我更明白了。","讨论计划 = thảo luận kế hoạch"
"HSK 3","11","Sau khi bảo vệ môi trường, tôi hiểu hơn.","保护环境以后，我更明白了。","保护环境 = bảo vệ môi trường"
"HSK 3","11","Sau khi thay đổi thói quen, tôi hiểu hơn.","改变习惯以后，我更明白了。","改变习惯 = thay đổi thói quen"
"HSK 3","11","Sau khi du lịch nước ngoài, tôi hiểu hơn.","出国旅游以后，我更明白了。","出国旅游 = du lịch nước ngoài"
"HSK 3","11","Sau khi tìm kiếm thông tin, tôi hiểu hơn.","寻找信息以后，我更明白了。","寻找信息 = tìm kiếm thông tin"
"HSK 3","12","Trước khi đọc báo, hãy chuẩn bị kỹ.","看报纸以前，请做好准备。","看报纸 = đọc báo"
"HSK 3","12","Trước khi đặt vé máy bay, hãy chuẩn bị kỹ.","订机票以前，请做好准备。","订机票 = đặt vé máy bay"
"HSK 3","12","Trước khi tham gia hoạt động, hãy chuẩn bị kỹ.","参加活动以前，请做好准备。","参加活动 = tham gia hoạt động"
"HSK 3","12","Trước khi giải quyết vấn đề, hãy chuẩn bị kỹ.","解决问题以前，请做好准备。","解决问题 = giải quyết vấn đề"
"HSK 3","12","Trước khi luyện phát âm, hãy chuẩn bị kỹ.","练习发音以前，请做好准备。","练习发音 = luyện phát âm"
"HSK 3","12","Trước khi thảo luận kế hoạch, hãy chuẩn bị kỹ.","讨论计划以前，请做好准备。","讨论计划 = thảo luận kế hoạch"
"HSK 3","12","Trước khi bảo vệ môi trường, hãy chuẩn bị kỹ.","保护环境以前，请做好准备。","保护环境 = bảo vệ môi trường"
"HSK 3","12","Trước khi thay đổi thói quen, hãy chuẩn bị kỹ.","改变习惯以前，请做好准备。","改变习惯 = thay đổi thói quen"
"HSK 3","12","Trước khi du lịch nước ngoài, hãy chuẩn bị kỹ.","出国旅游以前，请做好准备。","出国旅游 = du lịch nước ngoài"
"HSK 3","12","Trước khi tìm kiếm thông tin, hãy chuẩn bị kỹ.","寻找信息以前，请做好准备。","寻找信息 = tìm kiếm thông tin"
"HSK 3","13","Tôi không biết làm thế nào để đọc báo.","我不知道怎么看报纸。","看报纸 = đọc báo"
"HSK 3","13","Tôi không biết làm thế nào để đặt vé máy bay.","我不知道怎么订机票。","订机票 = đặt vé máy bay"
"HSK 3","13","Tôi không biết làm thế nào để tham gia hoạt động.","我不知道怎么参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","13","Tôi không biết làm thế nào để giải quyết vấn đề.","我不知道怎么解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","13","Tôi không biết làm thế nào để luyện phát âm.","我不知道怎么练习发音。","练习发音 = luyện phát âm"
"HSK 3","13","Tôi không biết làm thế nào để thảo luận kế hoạch.","我不知道怎么讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","13","Tôi không biết làm thế nào để bảo vệ môi trường.","我不知道怎么保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","13","Tôi không biết làm thế nào để thay đổi thói quen.","我不知道怎么改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","13","Tôi không biết làm thế nào để du lịch nước ngoài.","我不知道怎么出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","13","Tôi không biết làm thế nào để tìm kiếm thông tin.","我不知道怎么寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","14","Tôi tin rằng việc đọc báo sẽ có kết quả tốt.","我相信看报纸会有好结果。","看报纸 = đọc báo"
"HSK 3","14","Tôi tin rằng việc đặt vé máy bay sẽ có kết quả tốt.","我相信订机票会有好结果。","订机票 = đặt vé máy bay"
"HSK 3","14","Tôi tin rằng việc tham gia hoạt động sẽ có kết quả tốt.","我相信参加活动会有好结果。","参加活动 = tham gia hoạt động"
"HSK 3","14","Tôi tin rằng việc giải quyết vấn đề sẽ có kết quả tốt.","我相信解决问题会有好结果。","解决问题 = giải quyết vấn đề"
"HSK 3","14","Tôi tin rằng việc luyện phát âm sẽ có kết quả tốt.","我相信练习发音会有好结果。","练习发音 = luyện phát âm"
"HSK 3","14","Tôi tin rằng việc thảo luận kế hoạch sẽ có kết quả tốt.","我相信讨论计划会有好结果。","讨论计划 = thảo luận kế hoạch"
"HSK 3","14","Tôi tin rằng việc bảo vệ môi trường sẽ có kết quả tốt.","我相信保护环境会有好结果。","保护环境 = bảo vệ môi trường"
"HSK 3","14","Tôi tin rằng việc thay đổi thói quen sẽ có kết quả tốt.","我相信改变习惯会有好结果。","改变习惯 = thay đổi thói quen"
"HSK 3","14","Tôi tin rằng việc du lịch nước ngoài sẽ có kết quả tốt.","我相信出国旅游会有好结果。","出国旅游 = du lịch nước ngoài"
"HSK 3","14","Tôi tin rằng việc tìm kiếm thông tin sẽ có kết quả tốt.","我相信寻找信息会有好结果。","寻找信息 = tìm kiếm thông tin"
"HSK 3","15","Nếu không đọc báo, vấn đề sẽ nghiêm trọng hơn.","如果不看报纸，问题会更严重。","看报纸 = đọc báo"
"HSK 3","15","Nếu không đặt vé máy bay, vấn đề sẽ nghiêm trọng hơn.","如果不订机票，问题会更严重。","订机票 = đặt vé máy bay"
"HSK 3","15","Nếu không tham gia hoạt động, vấn đề sẽ nghiêm trọng hơn.","如果不参加活动，问题会更严重。","参加活动 = tham gia hoạt động"
"HSK 3","15","Nếu không giải quyết vấn đề, vấn đề sẽ nghiêm trọng hơn.","如果不解决问题，问题会更严重。","解决问题 = giải quyết vấn đề"
"HSK 3","15","Nếu không luyện phát âm, vấn đề sẽ nghiêm trọng hơn.","如果不练习发音，问题会更严重。","练习发音 = luyện phát âm"
"HSK 3","15","Nếu không thảo luận kế hoạch, vấn đề sẽ nghiêm trọng hơn.","如果不讨论计划，问题会更严重。","讨论计划 = thảo luận kế hoạch"
"HSK 3","15","Nếu không bảo vệ môi trường, vấn đề sẽ nghiêm trọng hơn.","如果不保护环境，问题会更严重。","保护环境 = bảo vệ môi trường"
"HSK 3","15","Nếu không thay đổi thói quen, vấn đề sẽ nghiêm trọng hơn.","如果不改变习惯，问题会更严重。","改变习惯 = thay đổi thói quen"
"HSK 3","15","Nếu không du lịch nước ngoài, vấn đề sẽ nghiêm trọng hơn.","如果不出国旅游，问题会更严重。","出国旅游 = du lịch nước ngoài"
"HSK 3","15","Nếu không tìm kiếm thông tin, vấn đề sẽ nghiêm trọng hơn.","如果不寻找信息，问题会更严重。","寻找信息 = tìm kiếm thông tin"
"HSK 3","16","Tôi muốn biết cách đọc báo hiệu quả hơn.","我想知道如何更有效地看报纸。","看报纸 = đọc báo"
"HSK 3","16","Tôi muốn biết cách đặt vé máy bay hiệu quả hơn.","我想知道如何更有效地订机票。","订机票 = đặt vé máy bay"
"HSK 3","16","Tôi muốn biết cách tham gia hoạt động hiệu quả hơn.","我想知道如何更有效地参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","16","Tôi muốn biết cách giải quyết vấn đề hiệu quả hơn.","我想知道如何更有效地解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","16","Tôi muốn biết cách luyện phát âm hiệu quả hơn.","我想知道如何更有效地练习发音。","练习发音 = luyện phát âm"
"HSK 3","16","Tôi muốn biết cách thảo luận kế hoạch hiệu quả hơn.","我想知道如何更有效地讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","16","Tôi muốn biết cách bảo vệ môi trường hiệu quả hơn.","我想知道如何更有效地保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","16","Tôi muốn biết cách thay đổi thói quen hiệu quả hơn.","我想知道如何更有效地改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","16","Tôi muốn biết cách du lịch nước ngoài hiệu quả hơn.","我想知道如何更有效地出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","16","Tôi muốn biết cách tìm kiếm thông tin hiệu quả hơn.","我想知道如何更有效地寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","17","Việc đọc báo đòi hỏi nhiều thời gian.","看报纸需要很多时间。","看报纸 = đọc báo"
"HSK 3","17","Việc đặt vé máy bay đòi hỏi nhiều thời gian.","订机票需要很多时间。","订机票 = đặt vé máy bay"
"HSK 3","17","Việc tham gia hoạt động đòi hỏi nhiều thời gian.","参加活动需要很多时间。","参加活动 = tham gia hoạt động"
"HSK 3","17","Việc giải quyết vấn đề đòi hỏi nhiều thời gian.","解决问题需要很多时间。","解决问题 = giải quyết vấn đề"
"HSK 3","17","Việc luyện phát âm đòi hỏi nhiều thời gian.","练习发音需要很多时间。","练习发音 = luyện phát âm"
"HSK 3","17","Việc thảo luận kế hoạch đòi hỏi nhiều thời gian.","讨论计划需要很多时间。","讨论计划 = thảo luận kế hoạch"
"HSK 3","17","Việc bảo vệ môi trường đòi hỏi nhiều thời gian.","保护环境需要很多时间。","保护环境 = bảo vệ môi trường"
"HSK 3","17","Việc thay đổi thói quen đòi hỏi nhiều thời gian.","改变习惯需要很多时间。","改变习惯 = thay đổi thói quen"
"HSK 3","17","Việc du lịch nước ngoài đòi hỏi nhiều thời gian.","出国旅游需要很多时间。","出国旅游 = du lịch nước ngoài"
"HSK 3","17","Việc tìm kiếm thông tin đòi hỏi nhiều thời gian.","寻找信息需要很多时间。","寻找信息 = tìm kiếm thông tin"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để đọc báo.","专家正在研究如何看报纸。","看报纸 = đọc báo"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để đặt vé máy bay.","专家正在研究如何订机票。","订机票 = đặt vé máy bay"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để tham gia hoạt động.","专家正在研究如何参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để giải quyết vấn đề.","专家正在研究如何解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để luyện phát âm.","专家正在研究如何练习发音。","练习发音 = luyện phát âm"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để thảo luận kế hoạch.","专家正在研究如何讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để bảo vệ môi trường.","专家正在研究如何保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để thay đổi thói quen.","专家正在研究如何改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để du lịch nước ngoài.","专家正在研究如何出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","18","Các chuyên gia đang nghiên cứu làm thế nào để tìm kiếm thông tin.","专家正在研究如何寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","19","Mục tiêu cuối cùng là đọc báo.","最终目标是看报纸。","看报纸 = đọc báo"
"HSK 3","19","Mục tiêu cuối cùng là đặt vé máy bay.","最终目标是订机票。","订机票 = đặt vé máy bay"
"HSK 3","19","Mục tiêu cuối cùng là tham gia hoạt động.","最终目标是参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","19","Mục tiêu cuối cùng là giải quyết vấn đề.","最终目标是解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","19","Mục tiêu cuối cùng là luyện phát âm.","最终目标是练习发音。","练习发音 = luyện phát âm"
"HSK 3","19","Mục tiêu cuối cùng là thảo luận kế hoạch.","最终目标是讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","19","Mục tiêu cuối cùng là bảo vệ môi trường.","最终目标是保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","19","Mục tiêu cuối cùng là thay đổi thói quen.","最终目标是改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","19","Mục tiêu cuối cùng là du lịch nước ngoài.","最终目标是出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","19","Mục tiêu cuối cùng là tìm kiếm thông tin.","最终目标是寻找信息。","寻找信息 = tìm kiếm thông tin"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể đọc báo hay không.","结果取决于我们能否看报纸。","看报纸 = đọc báo"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể đặt vé máy bay hay không.","结果取决于我们能否订机票。","订机票 = đặt vé máy bay"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể tham gia hoạt động hay không.","结果取决于我们能否参加活动。","参加活动 = tham gia hoạt động"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể giải quyết vấn đề hay không.","结果取决于我们能否解决问题。","解决问题 = giải quyết vấn đề"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể luyện phát âm hay không.","结果取决于我们能否练习发音。","练习发音 = luyện phát âm"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể thảo luận kế hoạch hay không.","结果取决于我们能否讨论计划。","讨论计划 = thảo luận kế hoạch"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể bảo vệ môi trường hay không.","结果取决于我们能否保护环境。","保护环境 = bảo vệ môi trường"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể thay đổi thói quen hay không.","结果取决于我们能否改变习惯。","改变习惯 = thay đổi thói quen"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể du lịch nước ngoài hay không.","结果取决于我们能否出国旅游。","出国旅游 = du lịch nước ngoài"
"HSK 3","20","Kết quả phụ thuộc vào việc chúng ta có thể tìm kiếm thông tin hay không.","结果取决于我们能否寻找信息。","寻找信息 = tìm kiếm thông tin"
