level,lesson,question_vi,answer_zh,explanation
"HSK 1","4","Nếu có thời gian, tôi sẽ đi học.","如果有时间，我就会上学。","上学 = đi học"
"HSK 1","4","Nếu có thời gian, tôi sẽ về nhà.","如果有时间，我就会回家。","回家 = về nhà"
"HSK 1","4","Nếu có thời gian, tôi sẽ mua đồ.","如果有时间，我就会买东西。","买东西 = mua đồ"
"HSK 1","4","Nếu có thời gian, tôi sẽ ngủ.","如果有时间，我就会睡觉。","睡觉 = ngủ"
"HSK 1","5","Việc học tiếng Trung rất quan trọng.","学习中文很重要。","学习中文 = học tiếng Trung"
"HSK 1","5","Việc uống nước rất quan trọng.","喝水很重要。","喝水 = uống nước"
"HSK 1","5","Việc ăn cơm rất quan trọng.","吃饭很重要。","吃饭 = ăn cơm"
"HSK 1","5","Việc xem tivi rất quan trọng.","看电视很重要。","看电视 = xem tivi"
"HSK 1","5","Việc nghe nhạc rất quan trọng.","听音乐很重要。","听音乐 = nghe nhạc"
"HSK 1","5","Việc đọc sách rất quan trọng.","看书很重要。","看书 = đọc sách"
"HSK 1","5","Việc đi học rất quan trọng.","上学很重要。","上学 = đi học"
"HSK 1","5","Việc về nhà rất quan trọng.","回家很重要。","回家 = về nhà"
"HSK 1","5","Việc mua đồ rất quan trọng.","买东西很重要。","买东西 = mua đồ"
"HSK 1","5","Việc ngủ rất quan trọng.","睡觉很重要。","睡觉 = ngủ"
"HSK 1","6","Chúng ta nên cùng nhau học tiếng Trung.","我们应该一起学习中文。","学习中文 = học tiếng Trung"
"HSK 1","6","Chúng ta nên cùng nhau uống nước.","我们应该一起喝水。","喝水 = uống nước"
"HSK 1","6","Chúng ta nên cùng nhau ăn cơm.","我们应该一起吃饭。","吃饭 = ăn cơm"
"HSK 1","6","Chúng ta nên cùng nhau xem tivi.","我们应该一起看电视。","看电视 = xem tivi"
"HSK 1","6","Chúng ta nên cùng nhau nghe nhạc.","我们应该一起听音乐。","听音乐 = nghe nhạc"
"HSK 1","6","Chúng ta nên cùng nhau đọc sách.","我们应该一起看书。","看书 = đọc sách"
"HSK 1","6","Chúng ta nên cùng nhau đi học.","我们应该一起上学。","上学 = đi học"
"HSK 1","6","Chúng ta nên cùng nhau về nhà.","我们应该一起回家。","回家 = về nhà"
"HSK 1","6","Chúng ta nên cùng nhau mua đồ.","我们应该一起买东西。","买东西 = mua đồ"
"HSK 1","6","Chúng ta nên cùng nhau ngủ.","我们应该一起睡觉。","睡觉 = ngủ"
"HSK 1","7","Tôi đã học tiếng Trung.","我已经学习中文了。","学习中文 = học tiếng Trung"
"HSK 1","7","Tôi đã uống nước.","我已经喝水了。","喝水 = uống nước"
"HSK 1","7","Tôi đã ăn cơm.","我已经吃饭了。","吃饭 = ăn cơm"
"HSK 1","7","Tôi đã xem tivi.","我已经看电视了。","看电视 = xem tivi"
"HSK 1","7","Tôi đã nghe nhạc.","我已经听音乐了。","听音乐 = nghe nhạc"
"HSK 1","7","Tôi đã đọc sách.","我已经看书了。","看书 = đọc sách"
"HSK 1","7","Tôi đã đi học.","我已经上学了。","上学 = đi học"
"HSK 1","7","Tôi đã về nhà.","我已经回家了。","回家 = về nhà"
"HSK 1","7","Tôi đã mua đồ.","我已经买东西了。","买东西 = mua đồ"
"HSK 1","7","Tôi đã ngủ.","我已经睡觉了。","睡觉 = ngủ"
"HSK 1","8","Tôi chưa học tiếng Trung.","我还没学习中文。","学习中文 = học tiếng Trung"
"HSK 1","8","Tôi chưa uống nước.","我还没喝水。","喝水 = uống nước"
"HSK 1","8","Tôi chưa ăn cơm.","我还没吃饭。","吃饭 = ăn cơm"
"HSK 1","8","Tôi chưa xem tivi.","我还没看电视。","看电视 = xem tivi"
"HSK 1","8","Tôi chưa nghe nhạc.","我还没听音乐。","听音乐 = nghe nhạc"
"HSK 1","8","Tôi chưa đọc sách.","我还没看书。","看书 = đọc sách"
"HSK 1","8","Tôi chưa đi học.","我还没上学。","上学 = đi học"
"HSK 1","8","Tôi chưa về nhà.","我还没回家。","回家 = về nhà"
"HSK 1","8","Tôi chưa mua đồ.","我还没买东西。","买东西 = mua đồ"
"HSK 1","8","Tôi chưa ngủ.","我还没睡觉。","睡觉 = ngủ"
"HSK 1","9","Bạn có thể học tiếng Trung không?","你可以学习中文吗？","学习中文 = học tiếng Trung"
"HSK 1","9","Bạn có thể uống nước không?","你可以喝水吗？","喝水 = uống nước"
"HSK 1","9","Bạn có thể ăn cơm không?","你可以吃饭吗？","吃饭 = ăn cơm"
"HSK 1","9","Bạn có thể xem tivi không?","你可以看电视吗？","看电视 = xem tivi"
"HSK 1","9","Bạn có thể nghe nhạc không?","你可以听音乐吗？","听音乐 = nghe nhạc"
"HSK 1","9","Bạn có thể đọc sách không?","你可以看书吗？","看书 = đọc sách"
"HSK 1","9","Bạn có thể đi học không?","你可以上学吗？","上学 = đi học"
"HSK 1","9","Bạn có thể về nhà không?","你可以回家吗？","回家 = về nhà"
"HSK 1","9","Bạn có thể mua đồ không?","你可以买东西吗？","买东西 = mua đồ"
"HSK 1","9","Bạn có thể ngủ không?","你可以睡觉吗？","睡觉 = ngủ"
"HSK 1","10","Tôi hy vọng có thể học tiếng Trung.","我希望能够学习中文。","学习中文 = học tiếng Trung"
"HSK 1","10","Tôi hy vọng có thể uống nước.","我希望能够喝水。","喝水 = uống nước"
"HSK 1","10","Tôi hy vọng có thể ăn cơm.","我希望能够吃饭。","吃饭 = ăn cơm"
"HSK 1","10","Tôi hy vọng có thể xem tivi.","我希望能够看电视。","看电视 = xem tivi"
"HSK 1","10","Tôi hy vọng có thể nghe nhạc.","我希望能够听音乐。","听音乐 = nghe nhạc"
"HSK 1","10","Tôi hy vọng có thể đọc sách.","我希望能够看书。","看书 = đọc sách"
"HSK 1","10","Tôi hy vọng có thể đi học.","我希望能够上学。","上学 = đi học"
"HSK 1","10","Tôi hy vọng có thể về nhà.","我希望能够回家。","回家 = về nhà"
"HSK 1","10","Tôi hy vọng có thể mua đồ.","我希望能够买东西。","买东西 = mua đồ"
"HSK 1","10","Tôi hy vọng có thể ngủ.","我希望能够睡觉。","睡觉 = ngủ"
"HSK 1","11","Sau khi học tiếng Trung, tôi hiểu hơn.","学习中文以后，我更明白了。","学习中文 = học tiếng Trung"
"HSK 1","11","Sau khi uống nước, tôi hiểu hơn.","喝水以后，我更明白了。","喝水 = uống nước"
"HSK 1","11","Sau khi ăn cơm, tôi hiểu hơn.","吃饭以后，我更明白了。","吃饭 = ăn cơm"
"HSK 1","11","Sau khi xem tivi, tôi hiểu hơn.","看电视以后，我更明白了。","看电视 = xem tivi"
"HSK 1","11","Sau khi nghe nhạc, tôi hiểu hơn.","听音乐以后，我更明白了。","听音乐 = nghe nhạc"
"HSK 1","11","Sau khi đọc sách, tôi hiểu hơn.","看书以后，我更明白了。","看书 = đọc sách"
"HSK 1","11","Sau khi đi học, tôi hiểu hơn.","上学以后，我更明白了。","上学 = đi học"
"HSK 1","11","Sau khi về nhà, tôi hiểu hơn.","回家以后，我更明白了。","回家 = về nhà"
"HSK 1","11","Sau khi mua đồ, tôi hiểu hơn.","买东西以后，我更明白了。","买东西 = mua đồ"
"HSK 1","11","Sau khi ngủ, tôi hiểu hơn.","睡觉以后，我更明白了。","睡觉 = ngủ"
"HSK 1","12","Trước khi học tiếng Trung, hãy chuẩn bị kỹ.","学习中文以前，请做好准备。","学习中文 = học tiếng Trung"
"HSK 1","12","Trước khi uống nước, hãy chuẩn bị kỹ.","喝水以前，请做好准备。","喝水 = uống nước"
"HSK 1","12","Trước khi ăn cơm, hãy chuẩn bị kỹ.","吃饭以前，请做好准备。","吃饭 = ăn cơm"
"HSK 1","12","Trước khi xem tivi, hãy chuẩn bị kỹ.","看电视以前，请做好准备。","看电视 = xem tivi"
"HSK 1","12","Trước khi nghe nhạc, hãy chuẩn bị kỹ.","听音乐以前，请做好准备。","听音乐 = nghe nhạc"
"HSK 1","12","Trước khi đọc sách, hãy chuẩn bị kỹ.","看书以前，请做好准备。","看书 = đọc sách"
"HSK 1","12","Trước khi đi học, hãy chuẩn bị kỹ.","上学以前，请做好准备。","上学 = đi học"
"HSK 1","12","Trước khi về nhà, hãy chuẩn bị kỹ.","回家以前，请做好准备。","回家 = về nhà"
"HSK 1","12","Trước khi mua đồ, hãy chuẩn bị kỹ.","买东西以前，请做好准备。","买东西 = mua đồ"
"HSK 1","12","Trước khi ngủ, hãy chuẩn bị kỹ.","睡觉以前，请做好准备。","睡觉 = ngủ"
"HSK 1","13","Tôi không biết làm thế nào để học tiếng Trung.","我不知道怎么学习中文。","学习中文 = học tiếng Trung"
"HSK 1","13","Tôi không biết làm thế nào để uống nước.","我不知道怎么喝水。","喝水 = uống nước"
"HSK 1","13","Tôi không biết làm thế nào để ăn cơm.","我不知道怎么吃饭。","吃饭 = ăn cơm"
"HSK 1","13","Tôi không biết làm thế nào để xem tivi.","我不知道怎么看电视。","看电视 = xem tivi"
"HSK 1","13","Tôi không biết làm thế nào để nghe nhạc.","我不知道怎么听音乐。","听音乐 = nghe nhạc"
"HSK 1","13","Tôi không biết làm thế nào để đọc sách.","我不知道怎么看书。","看书 = đọc sách"
"HSK 1","13","Tôi không biết làm thế nào để đi học.","我不知道怎么上学。","上学 = đi học"
"HSK 1","13","Tôi không biết làm thế nào để về nhà.","我不知道怎么回家。","回家 = về nhà"
"HSK 1","13","Tôi không biết làm thế nào để mua đồ.","我不知道怎么买东西。","买东西 = mua đồ"
"HSK 1","13","Tôi không biết làm thế nào để ngủ.","我不知道怎么睡觉。","睡觉 = ngủ"
"HSK 1","14","Tôi tin rằng việc học tiếng Trung sẽ có kết quả tốt.","我相信学习中文会有好结果。","学习中文 = học tiếng Trung"
"HSK 1","14","Tôi tin rằng việc uống nước sẽ có kết quả tốt.","我相信喝水会有好结果。","喝水 = uống nước"
"HSK 1","14","Tôi tin rằng việc ăn cơm sẽ có kết quả tốt.","我相信吃饭会有好结果。","吃饭 = ăn cơm"
"HSK 1","14","Tôi tin rằng việc xem tivi sẽ có kết quả tốt.","我相信看电视会有好结果。","看电视 = xem tivi"
"HSK 1","14","Tôi tin rằng việc nghe nhạc sẽ có kết quả tốt.","我相信听音乐会有好结果。","听音乐 = nghe nhạc"
"HSK 1","14","Tôi tin rằng việc đọc sách sẽ có kết quả tốt.","我相信看书会有好结果。","看书 = đọc sách"
"HSK 1","14","Tôi tin rằng việc đi học sẽ có kết quả tốt.","我相信上学会有好结果。","上学 = đi học"
"HSK 1","14","Tôi tin rằng việc về nhà sẽ có kết quả tốt.","我相信回家会有好结果。","回家 = về nhà"
"HSK 1","14","Tôi tin rằng việc mua đồ sẽ có kết quả tốt.","我相信买东西会有好结果。","买东西 = mua đồ"
"HSK 1","14","Tôi tin rằng việc ngủ sẽ có kết quả tốt.","我相信睡觉会有好结果。","睡觉 = ngủ"
"HSK 1","15","Nếu không học tiếng Trung, vấn đề sẽ nghiêm trọng hơn.","如果不学习中文，问题会更严重。","学习中文 = học tiếng Trung"
"HSK 1","15","Nếu không uống nước, vấn đề sẽ nghiêm trọng hơn.","如果不喝水，问题会更严重。","喝水 = uống nước"
"HSK 1","15","Nếu không ăn cơm, vấn đề sẽ nghiêm trọng hơn.","如果不吃饭，问题会更严重。","吃饭 = ăn cơm"
"HSK 1","15","Nếu không xem tivi, vấn đề sẽ nghiêm trọng hơn.","如果不看电视，问题会更严重。","看电视 = xem tivi"
"HSK 1","15","Nếu không nghe nhạc, vấn đề sẽ nghiêm trọng hơn.","如果不听音乐，问题会更严重。","听音乐 = nghe nhạc"
"HSK 1","15","Nếu không đọc sách, vấn đề sẽ nghiêm trọng hơn.","如果不看书，问题会更严重。","看书 = đọc sách"
"HSK 1","15","Nếu không đi học, vấn đề sẽ nghiêm trọng hơn.","如果不上学，问题会更严重。","上学 = đi học"
"HSK 1","15","Nếu không về nhà, vấn đề sẽ nghiêm trọng hơn.","如果不回家，问题会更严重。","回家 = về nhà"
"HSK 1","15","Nếu không mua đồ, vấn đề sẽ nghiêm trọng hơn.","如果不买东西，问题会更严重。","买东西 = mua đồ"
"HSK 1","15","Nếu không ngủ, vấn đề sẽ nghiêm trọng hơn.","如果不睡觉，问题会更严重。","睡觉 = ngủ"
"HSK 1","16","Tôi muốn biết cách học tiếng Trung hiệu quả hơn.","我想知道如何更有效地学习中文。","学习中文 = học tiếng Trung"
"HSK 1","16","Tôi muốn biết cách uống nước hiệu quả hơn.","我想知道如何更有效地喝水。","喝水 = uống nước"
"HSK 1","16","Tôi muốn biết cách ăn cơm hiệu quả hơn.","我想知道如何更有效地吃饭。","吃饭 = ăn cơm"
"HSK 1","16","Tôi muốn biết cách xem tivi hiệu quả hơn.","我想知道如何更有效地看电视。","看电视 = xem tivi"
"HSK 1","16","Tôi muốn biết cách nghe nhạc hiệu quả hơn.","我想知道如何更有效地听音乐。","听音乐 = nghe nhạc"
"HSK 1","16","Tôi muốn biết cách đọc sách hiệu quả hơn.","我想知道如何更有效地看书。","看书 = đọc sách"
"HSK 1","16","Tôi muốn biết cách đi học hiệu quả hơn.","我想知道如何更有效地上学。","上学 = đi học"
"HSK 1","16","Tôi muốn biết cách về nhà hiệu quả hơn.","我想知道如何更有效地回家。","回家 = về nhà"
"HSK 1","16","Tôi muốn biết cách mua đồ hiệu quả hơn.","我想知道如何更有效地买东西。","买东西 = mua đồ"
"HSK 1","16","Tôi muốn biết cách ngủ hiệu quả hơn.","我想知道如何更有效地睡觉。","睡觉 = ngủ"
"HSK 1","17","Việc học tiếng Trung đòi hỏi nhiều thời gian.","学习中文需要很多时间。","学习中文 = học tiếng Trung"
"HSK 1","17","Việc uống nước đòi hỏi nhiều thời gian.","喝水需要很多时间。","喝水 = uống nước"
"HSK 1","17","Việc ăn cơm đòi hỏi nhiều thời gian.","吃饭需要很多时间。","吃饭 = ăn cơm"
"HSK 1","17","Việc xem tivi đòi hỏi nhiều thời gian.","看电视需要很多时间。","看电视 = xem tivi"
"HSK 1","17","Việc nghe nhạc đòi hỏi nhiều thời gian.","听音乐需要很多时间。","听音乐 = nghe nhạc"
"HSK 1","17","Việc đọc sách đòi hỏi nhiều thời gian.","看书需要很多时间。","看书 = đọc sách"
"HSK 1","17","Việc đi học đòi hỏi nhiều thời gian.","上学需要很多时间。","上学 = đi học"
"HSK 1","17","Việc về nhà đòi hỏi nhiều thời gian.","回家需要很多时间。","回家 = về nhà"
"HSK 1","17","Việc mua đồ đòi hỏi nhiều thời gian.","买东西需要很多时间。","买东西 = mua đồ"
"HSK 1","17","Việc ngủ đòi hỏi nhiều thời gian.","睡觉需要很多时间。","睡觉 = ngủ"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để học tiếng Trung.","专家正在研究如何学习中文。","学习中文 = học tiếng Trung"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để uống nước.","专家正在研究如何喝水。","喝水 = uống nước"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để ăn cơm.","专家正在研究如何吃饭。","吃饭 = ăn cơm"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để xem tivi.","专家正在研究如何看电视。","看电视 = xem tivi"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để nghe nhạc.","专家正在研究如何听音乐。","听音乐 = nghe nhạc"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để đọc sách.","专家正在研究如何看书。","看书 = đọc sách"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để đi học.","专家正在研究如何上学。","上学 = đi học"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để về nhà.","专家正在研究如何回家。","回家 = về nhà"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để mua đồ.","专家正在研究如何买东西。","买东西 = mua đồ"
"HSK 1","18","Các chuyên gia đang nghiên cứu làm thế nào để ngủ.","专家正在研究如何睡觉。","睡觉 = ngủ"
"HSK 1","19","Mục tiêu cuối cùng là học tiếng Trung.","最终目标是学习中文。","学习中文 = học tiếng Trung"
"HSK 1","19","Mục tiêu cuối cùng là uống nước.","最终目标是喝水。","喝水 = uống nước"
"HSK 1","19","Mục tiêu cuối cùng là ăn cơm.","最终目标是吃饭。","吃饭 = ăn cơm"
"HSK 1","19","Mục tiêu cuối cùng là xem tivi.","最终目标是看电视。","看电视 = xem tivi"
"HSK 1","19","Mục tiêu cuối cùng là nghe nhạc.","最终目标是听音乐。","听音乐 = nghe nhạc"
"HSK 1","19","Mục tiêu cuối cùng là đọc sách.","最终目标是看书。","看书 = đọc sách"
"HSK 1","19","Mục tiêu cuối cùng là đi học.","最终目标是上学。","上学 = đi học"
"HSK 1","19","Mục tiêu cuối cùng là về nhà.","最终目标是回家。","回家 = về nhà"
"HSK 1","19","Mục tiêu cuối cùng là mua đồ.","最终目标是买东西。","买东西 = mua đồ"
"HSK 1","19","Mục tiêu cuối cùng là ngủ.","最终目标是睡觉。","睡觉 = ngủ"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể học tiếng Trung hay không.","结果取决于我们能否学习中文。","学习中文 = học tiếng Trung"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể uống nước hay không.","结果取决于我们能否喝水。","喝水 = uống nước"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể ăn cơm hay không.","结果取决于我们能否吃饭。","吃饭 = ăn cơm"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể xem tivi hay không.","结果取决于我们能否看电视。","看电视 = xem tivi"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể nghe nhạc hay không.","结果取决于我们能否听音乐。","听音乐 = nghe nhạc"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể đọc sách hay không.","结果取决于我们能否看书。","看书 = đọc sách"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể đi học hay không.","结果取决于我们能否上学。","上学 = đi học"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể về nhà hay không.","结果取决于我们能否回家。","回家 = về nhà"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể mua đồ hay không.","结果取决于我们能否买东西。","买东西 = mua đồ"
"HSK 1","20","Kết quả phụ thuộc vào việc chúng ta có thể ngủ hay không.","结果取决于我们能否睡觉。","睡觉 = ngủ"
